from,to,action,p(s),frequency
15,348,2,0.003115264797507788,1
15,348,8,0.003115264797507788,1
15,186,6,0.003115264797507788,1
15,60,9,0.003115264797507788,1
15,197,6,0.006230529595015576,2
15,188,5,0.003115264797507788,1
15,1197,5,0.003115264797507788,1
16,16,7,0.2222222222222222,2
16,17,3,0.1111111111111111,1
16,185,6,0.1111111111111111,1
16,178,3,0.1111111111111111,1
16,178,7,0.1111111111111111,1
16,178,9,0.1111111111111111,1
16,124,7,0.1111111111111111,1
16,975,7,0.1111111111111111,1
17,17,3,0.22613065326633167,45
17,17,7,0.18090452261306533,36
17,17,9,0.20100502512562815,40
17,6,5,0.035175879396984924,7
17,6,4,0.09547738693467336,19
17,6,6,0.04522613065326633,9
17,205,7,0.035175879396984924,7
17,205,9,0.02512562814070352,5
17,205,3,0.03015075376884422,6
17,27,6,0.005025125628140704,1
17,233,7,0.005025125628140704,1
17,233,9,0.005025125628140704,1
17,178,7,0.010050251256281407,2
17,178,3,0.010050251256281407,2
17,178,9,0.005025125628140704,1
17,11,5,0.005025125628140704,1
17,11,4,0.010050251256281407,2
17,11,6,0.005025125628140704,1
17,763,9,0.005025125628140704,1
17,322,9,0.005025125628140704,1
17,963,3,0.005025125628140704,1
17,26,4,0.010050251256281407,2
17,839,3,0.005025125628140704,1
17,287,3,0.005025125628140704,1
17,1030,9,0.005025125628140704,1
17,79,7,0.005025125628140704,1
17,294,3,0.005025125628140704,1
17,1418,3,0.010050251256281407,2
17,942,3,0.005025125628140704,1
18,18,6,0.22857142857142856,8
18,18,5,0.2571428571428571,9
18,18,4,0.02857142857142857,1
18,19,4,0.11428571428571428,4
18,40,6,0.02857142857142857,1
18,40,4,0.02857142857142857,1
18,40,5,0.05714285714285714,2
18,35,5,0.05714285714285714,2
18,35,6,0.08571428571428572,3
18,15,4,0.02857142857142857,1
18,872,2,0.02857142857142857,1
18,5,9,0.02857142857142857,1
18,77,7,0.02857142857142857,1
19,19,4,0.21621621621621623,32
19,19,5,0.13513513513513514,20
19,19,6,0.16216216216216217,24
19,6,4,0.013513513513513514,2
19,6,6,0.006756756756756757,1
19,52,5,0.006756756756756757,1
19,52,4,0.006756756756756757,1
19,52,6,0.006756756756756757,1
19,40,4,0.06756756756756757,10
19,40,6,0.05405405405405406,8
19,40,5,0.013513513513513514,2
19,123,8,0.006756756756756757,1
19,241,2,0.013513513513513514,2
19,298,6,0.006756756756756757,1
19,26,6,0.013513513513513514,2
19,26,5,0.013513513513513514,2
19,26,4,0.013513513513513514,2
19,22,4,0.06756756756756757,10
19,22,6,0.0472972972972973,7
19,22,5,0.006756756756756757,1
19,4,7,0.013513513513513514,2
19,228,5,0.006756756756756757,1
19,228,4,0.006756756756756757,1
19,569,6,0.006756756756756757,1
19,301,4,0.006756756756756757,1
19,687,3,0.006756756756756757,1
19,185,4,0.013513513513513514,2
19,27,4,0.006756756756756757,1
19,27,6,0.006756756756756757,1
19,619,4,0.006756756756756757,1
19,396,7,0.006756756756756757,1
19,624,5,0.006756756756756757,1
19,278,6,0.006756756756756757,1
19,124,3,0.006756756756756757,1
19,941,5,0.006756756756756757,1
19,941,4,0.006756756756756757,1
20,20,7,0.375,3
20,20,9,0.125,1
20,22,4,0.125,1
20,24,4,0.125,1
20,24,6,0.125,1
20,316,7,0.125,1
21,21,1,0.8695652173913043,20
21,23,1,0.043478260869565216,1
21,665,1,0.043478260869565216,1
21,20,7,0.043478260869565216,1
22,22,4,0.11475409836065574,70
22,22,6,0.23934426229508196,146
22,22,5,0.2573770491803279,157
22,19,4,0.006557377049180328,4
22,19,6,0.004918032786885246,3
22,19,5,0.001639344262295082,1
22,60,9,0.004918032786885246,3
22,60,3,0.001639344262295082,1
22,60,7,0.001639344262295082,1
22,26,6,0.06229508196721312,38
22,26,4,0.022950819672131147,14
22,26,5,0.06229508196721312,38
22,52,6,0.05901639344262295,36
22,52,5,0.036065573770491806,22
22,52,4,0.021311475409836064,13
22,135,10,0.003278688524590164,2
22,135,2,0.004918032786885246,3
22,300,6,0.001639344262295082,1
22,307,6,0.003278688524590164,2
22,5,9,0.004918032786885246,3
22,12,5,0.003278688524590164,2
22,301,6,0.001639344262295082,1
22,4,9,0.001639344262295082,1
22,6,5,0.006557377049180328,4
22,6,6,0.009836065573770493,6
22,6,4,0.001639344262295082,1
22,404,5,0.001639344262295082,1
22,513,6,0.004918032786885246,3
22,165,6,0.001639344262295082,1
22,27,6,0.001639344262295082,1
22,186,4,0.003278688524590164,2
22,597,6,0.001639344262295082,1
22,599,2,0.001639344262295082,1
22,619,5,0.003278688524590164,2
22,619,6,0.001639344262295082,1
22,493,6,0.003278688524590164,2
22,158,4,0.003278688524590164,2
22,158,6,0.003278688524590164,2
22,158,5,0.003278688524590164,2
22,431,5,0.001639344262295082,1
22,431,4,0.001639344262295082,1
22,476,5,0.001639344262295082,1
22,476,6,0.001639344262295082,1
22,241,10,0.001639344262295082,1
22,134,10,0.001639344262295082,1
22,305,4,0.001639344262295082,1
22,40,4,0.001639344262295082,1
22,136,2,0.001639344262295082,1
22,17,9,0.001639344262295082,1
22,541,5,0.003278688524590164,2
22,541,4,0.001639344262295082,1
22,1188,2,0.001639344262295082,1
22,346,8,0.001639344262295082,1
22,793,6,0.001639344262295082,1
23,24,4,0.3333333333333333,3
23,23,1,0.6666666666666666,6
24,24,4,0.4567901234567901,37
24,24,6,0.14814814814814814,12
24,24,5,0.037037037037037035,3
24,20,7,0.024691358024691357,2
24,163,4,0.024691358024691357,2
24,163,6,0.024691358024691357,2
24,22,4,0.024691358024691357,2
24,22,6,0.012345679012345678,1
24,232,6,0.012345679012345678,1
24,232,4,0.037037037037037035,3
24,225,4,0.037037037037037035,3
24,225,5,0.012345679012345678,1
24,225,6,0.037037037037037035,3
24,316,3,0.012345679012345678,1
24,316,9,0.012345679012345678,1
24,618,6,0.012345679012345678,1
24,226,4,0.024691358024691357,2
24,315,4,0.012345679012345678,1
24,318,6,0.012345679012345678,1
24,318,4,0.012345679012345678,1
24,1388,4,0.012345679012345678,1
25,25,6,0.1896551724137931,22
25,25,4,0.16379310344827586,19
25,25,5,0.25,29
25,6,6,0.02586206896551724,3
25,6,5,0.02586206896551724,3
25,6,4,0.017241379310344827,2
25,244,5,0.017241379310344827,2
25,244,4,0.02586206896551724,3
25,244,6,0.02586206896551724,3
25,247,10,0.017241379310344827,2
25,247,8,0.008620689655172414,1
25,247,2,0.02586206896551724,3
25,249,10,0.008620689655172414,1
25,90,2,0.008620689655172414,1
25,134,8,0.008620689655172414,1
25,27,5,0.017241379310344827,2
25,27,6,0.02586206896551724,3
25,27,4,0.008620689655172414,1
25,11,5,0.008620689655172414,1
25,11,6,0.008620689655172414,1
25,669,1,0.008620689655172414,1
25,233,9,0.02586206896551724,3
25,233,3,0.008620689655172414,1
25,347,6,0.017241379310344827,2
25,347,4,0.008620689655172414,1
25,1150,6,0.008620689655172414,1
25,1150,5,0.008620689655172414,1
25,205,7,0.008620689655172414,1
25,26,5,0.017241379310344827,2
26,26,6,0.25404732254047324,204
26,26,4,0.15940224159402241,128
26,26,5,0.25155666251556663,202
26,12,5,0.039850560398505604,32
26,12,4,0.019925280199252802,16
26,12,6,0.0547945205479452,44
26,6,5,0.028642590286425903,23
26,6,6,0.043586550435865505,35
26,6,4,0.048567870485678705,39
26,99,5,0.0012453300124533001,1
26,11,6,0.0112079701120797,9
26,11,5,0.0037359900373599006,3
26,11,4,0.009962640099626401,8
26,178,9,0.007471980074719801,6
26,178,3,0.0037359900373599006,3
26,178,7,0.0024906600249066002,2
26,233,9,0.0012453300124533001,1
26,185,6,0.0024906600249066002,2
26,185,5,0.0049813200498132005,4
26,400,6,0.0062266500622665,5
26,400,1,0.0024906600249066002,2
26,476,5,0.0037359900373599006,3
26,476,4,0.0012453300124533001,1
26,288,7,0.0012453300124533001,1
26,134,10,0.007471980074719801,6
26,134,2,0.0024906600249066002,2
26,134,8,0.0037359900373599006,3
26,569,6,0.0012453300124533001,1
26,569,4,0.0012453300124533001,1
26,518,6,0.0012453300124533001,1
26,308,6,0.0024906600249066002,2
26,308,5,0.0012453300124533001,1
26,549,5,0.0012453300124533001,1
26,512,10,0.0012453300124533001,1
26,512,2,0.0012453300124533001,1
26,793,5,0.0024906600249066002,2
26,1147,5,0.0012453300124533001,1
26,246,5,0.0012453300124533001,1
26,249,2,0.0012453300124533001,1
26,17,3,0.0012453300124533001,1
26,27,6,0.0012453300124533001,1
26,1059,5,0.0012453300124533001,1
26,90,2,0.0012453300124533001,1
27,27,6,0.24,18
27,27,4,0.17333333333333334,13
27,27,5,0.16,12
27,25,4,0.02666666666666667,2
27,25,6,0.06666666666666667,5
27,25,5,0.02666666666666667,2
27,249,10,0.02666666666666667,2
27,249,8,0.013333333333333334,1
27,249,2,0.013333333333333334,1
27,257,4,0.02666666666666667,2
27,257,5,0.04,3
27,257,6,0.013333333333333334,1
27,288,7,0.013333333333333334,1
27,288,3,0.013333333333333334,1
27,834,5,0.013333333333333334,1
27,834,6,0.013333333333333334,1
27,834,4,0.013333333333333334,1
27,6,6,0.02666666666666667,2
27,6,5,0.013333333333333334,1
27,26,6,0.013333333333333334,1
27,26,5,0.013333333333333334,1
27,26,4,0.013333333333333334,1
27,178,7,0.013333333333333334,1
27,130,6,0.013333333333333334,1
28,30,4,0.016129032258064516,1
28,32,6,0.08064516129032258,5
28,32,4,0.0967741935483871,6
28,32,5,0.016129032258064516,1
28,84,5,0.016129032258064516,1
28,84,6,0.03225806451612903,2
28,84,4,0.016129032258064516,1
28,28,5,0.14516129032258066,9
28,28,4,0.22580645161290322,14
28,28,6,0.08064516129032258,5
28,42,4,0.04838709677419355,3
28,42,6,0.03225806451612903,2
28,38,4,0.016129032258064516,1
28,38,5,0.016129032258064516,1
28,38,6,0.016129032258064516,1
28,36,6,0.016129032258064516,1
28,36,4,0.016129032258064516,1
28,44,6,0.016129032258064516,1
28,589,6,0.016129032258064516,1
28,37,6,0.016129032258064516,1
28,83,4,0.016129032258064516,1
28,43,6,0.016129032258064516,1
28,1425,6,0.016129032258064516,1
28,990,8,0.016129032258064516,1
29,33,6,0.12254901960784313,50
29,33,5,0.07598039215686274,31
29,33,4,0.06862745098039216,28
29,45,6,0.00980392156862745,4
29,45,4,0.007352941176470588,3
29,45,5,0.0024509803921568627,1
29,29,6,0.22549019607843138,92
29,29,4,0.12745098039215685,52
29,29,5,0.10784313725490197,44
29,42,5,0.024509803921568627,10
29,42,6,0.049019607843137254,20
29,42,4,0.0392156862745098,16
29,36,5,0.004901960784313725,2
29,36,4,0.0024509803921568627,1
29,36,6,0.004901960784313725,2
29,43,4,0.014705882352941176,6
29,43,5,0.012254901960784314,5
29,43,6,0.03676470588235294,15
29,67,8,0.004901960784313725,2
29,67,10,0.0024509803921568627,1
29,384,5,0.004901960784313725,2
29,224,6,0.0024509803921568627,1
29,312,6,0.007352941176470588,3
29,312,4,0.0024509803921568627,1
29,161,4,0.0024509803921568627,1
29,161,5,0.0024509803921568627,1
29,325,6,0.004901960784313725,2
29,325,5,0.0024509803921568627,1
29,22,4,0.0024509803921568627,1
29,22,6,0.0024509803921568627,1
29,467,4,0.0024509803921568627,1
29,467,6,0.004901960784313725,2
29,601,4,0.0024509803921568627,1
29,500,8,0.0024509803921568627,1
29,114,9,0.0024509803921568627,1
29,72,5,0.0024509803921568627,1
29,84,5,0.0024509803921568627,1
29,64,4,0.0024509803921568627,1
30,38,4,1.0,1
31,31,5,0.10714285714285714,3
31,31,4,0.10714285714285714,3
31,31,6,0.17857142857142858,5
31,28,6,0.03571428571428571,1
31,28,4,0.10714285714285714,3
31,39,4,0.10714285714285714,3
31,39,6,0.07142857142857142,2
31,42,4,0.03571428571428571,1
31,42,6,0.03571428571428571,1
31,42,5,0.03571428571428571,1
31,715,4,0.03571428571428571,1
31,85,4,0.07142857142857142,2
31,64,4,0.03571428571428571,1
31,83,6,0.03571428571428571,1
32,37,4,0.020833333333333332,1
32,37,5,0.020833333333333332,1
32,37,6,0.020833333333333332,1
32,32,4,0.2708333333333333,13
32,32,5,0.020833333333333332,1
32,32,6,0.125,6
32,36,4,0.020833333333333332,1
32,44,6,0.1875,9
32,44,4,0.0625,3
32,44,5,0.020833333333333332,1
32,85,6,0.020833333333333332,1
32,226,6,0.020833333333333332,1
32,38,5,0.020833333333333332,1
32,38,4,0.020833333333333332,1
32,38,6,0.041666666666666664,2
32,43,4,0.020833333333333332,1
32,990,8,0.020833333333333332,1
32,856,7,0.020833333333333332,1
32,586,5,0.020833333333333332,1
32,495,4,0.020833333333333332,1
33,43,6,0.06813186813186813,31
33,43,4,0.05274725274725275,24
33,43,5,0.024175824175824177,11
33,36,5,0.015384615384615385,7
33,36,6,0.03956043956043956,18
33,36,4,0.015384615384615385,7
33,45,5,0.054945054945054944,25
33,45,6,0.0967032967032967,44
33,45,4,0.04835164835164835,22
33,33,6,0.2703296703296703,123
33,33,4,0.10989010989010989,50
33,33,5,0.12967032967032968,59
33,83,4,0.002197802197802198,1
33,161,5,0.002197802197802198,1
33,161,4,0.006593406593406593,3
33,312,5,0.004395604395604396,2
33,24,6,0.006593406593406593,3
33,24,4,0.002197802197802198,1
33,427,8,0.002197802197802198,1
33,427,10,0.002197802197802198,1
33,63,6,0.002197802197802198,1
33,63,5,0.002197802197802198,1
33,352,3,0.002197802197802198,1
33,352,9,0.002197802197802198,1
33,352,7,0.002197802197802198,1
33,500,2,0.002197802197802198,1
33,500,8,0.002197802197802198,1
33,225,4,0.002197802197802198,1
33,64,6,0.002197802197802198,1
33,64,4,0.002197802197802198,1
33,32,4,0.002197802197802198,1
33,72,6,0.002197802197802198,1
33,72,4,0.002197802197802198,1
33,601,4,0.002197802197802198,1
33,601,6,0.002197802197802198,1
33,1069,6,0.002197802197802198,1
33,162,6,0.002197802197802198,1
33,947,6,0.002197802197802198,1
33,274,10,0.002197802197802198,1
33,319,4,0.002197802197802198,1
33,60,3,0.002197802197802198,1
34,35,4,0.08,4
34,35,5,0.06,3
34,35,6,0.02,1
34,34,6,0.3,15
34,34,4,0.22,11
34,34,5,0.14,7
34,11,5,0.02,1
34,11,4,0.04,2
34,11,6,0.04,2
34,14,4,0.02,1
34,1282,6,0.04,2
34,862,6,0.02,1
35,40,6,0.08771929824561403,5
35,40,4,0.03508771929824561,2
35,40,5,0.017543859649122806,1
35,35,4,0.14035087719298245,8
35,35,5,0.2631578947368421,15
35,35,6,0.12280701754385964,7
35,77,7,0.017543859649122806,1
35,65,4,0.017543859649122806,1
35,65,6,0.05263157894736842,3
35,14,5,0.017543859649122806,1
35,14,4,0.05263157894736842,3
35,279,5,0.017543859649122806,1
35,18,4,0.017543859649122806,1
35,18,5,0.017543859649122806,1
35,108,4,0.017543859649122806,1
35,295,3,0.017543859649122806,1
35,193,5,0.017543859649122806,1
35,739,6,0.017543859649122806,1
35,885,2,0.017543859649122806,1
35,52,4,0.017543859649122806,1
35,716,7,0.017543859649122806,1
36,45,5,0.019867549668874173,24
36,45,6,0.024006622516556293,29
36,45,4,0.0173841059602649,21
36,49,3,0.006622516556291391,8
36,49,9,0.0041390728476821195,5
36,49,7,0.0041390728476821195,5
36,52,4,0.024834437086092714,30
36,52,5,0.03559602649006623,43
36,52,6,0.054635761589403975,66
36,64,6,0.04470198675496689,54
36,64,5,0.0173841059602649,21
36,64,4,0.023178807947019868,28
36,36,6,0.27483443708609273,332
36,36,5,0.16473509933774835,199
36,36,4,0.12417218543046357,150
36,44,6,0.014072847682119206,17
36,44,5,0.006622516556291391,8
36,44,4,0.004966887417218543,6
36,120,10,0.0008278145695364238,1
36,46,6,0.0041390728476821195,5
36,46,5,0.0016556291390728477,2
36,85,5,0.0016556291390728477,2
36,85,6,0.0008278145695364238,1
36,186,6,0.0008278145695364238,1
36,216,5,0.0008278145695364238,1
36,271,10,0.004966887417218543,6
36,271,2,0.004966887417218543,6
