from,to,action,p(s),frequency
8,6,3,0.05454545454545454,6
8,6,9,0.00909090909090909,1
8,8,3,0.10909090909090909,12
8,8,9,0.21818181818181817,24
8,8,7,0.16363636363636364,18
8,5,3,0.01818181818181818,2
8,5,9,0.01818181818181818,2
8,5,7,0.03636363636363636,4
8,41,3,0.01818181818181818,2
8,20,4,0.06363636363636363,7
8,20,5,0.02727272727272727,3
8,20,6,0.02727272727272727,3
8,202,3,0.00909090909090909,1
8,202,7,0.00909090909090909,1
8,202,9,0.00909090909090909,1
8,95,9,0.00909090909090909,1
8,95,7,0.02727272727272727,3
8,65,10,0.00909090909090909,1
8,98,5,0.00909090909090909,1
8,42,3,0.01818181818181818,2
8,42,7,0.00909090909090909,1
8,4,6,0.00909090909090909,1
8,4,4,0.00909090909090909,1
8,290,9,0.00909090909090909,1
8,290,7,0.01818181818181818,2
8,501,7,0.00909090909090909,1
9,9,5,0.33277870216306155,800
9,9,6,0.2945091514143095,708
9,9,4,0.13685524126455906,329
9,4,6,0.06405990016638935,154
9,4,5,0.04284525790349417,103
9,4,4,0.03494176372712146,84
9,10,4,0.0024958402662229617,6
9,10,6,0.0037437603993344427,9
9,10,5,0.004991680532445923,12
9,27,6,0.0074875207986688855,18
9,27,1,0.0012479201331114808,3
9,34,9,0.0074875207986688855,18
9,34,3,0.005407653910149751,13
9,34,7,0.0016638935108153079,4
9,46,6,0.0008319467554076539,2
9,46,5,0.0008319467554076539,2
9,12,6,0.0020798668885191347,5
9,12,5,0.00041597337770382697,1
9,12,4,0.0008319467554076539,2
9,20,4,0.0008319467554076539,2
9,20,6,0.00041597337770382697,1
9,135,9,0.00041597337770382697,1
9,84,5,0.012479201331114808,30
9,84,6,0.004159733777038269,10
9,84,4,0.0037437603993344427,9
9,71,10,0.005823627287853577,14
9,71,8,0.004159733777038269,10
9,71,2,0.004575707154742097,11
9,161,6,0.0012479201331114808,3
9,161,5,0.00041597337770382697,1
9,115,6,0.0008319467554076539,2
9,6,9,0.0020798668885191347,5
9,6,3,0.0012479201331114808,3
9,6,7,0.00041597337770382697,1
9,86,4,0.00041597337770382697,1
9,5,9,0.00041597337770382697,1
9,205,5,0.00041597337770382697,1
9,163,4,0.00041597337770382697,1
9,89,6,0.00041597337770382697,1
9,100,4,0.0012479201331114808,3
9,100,6,0.0016638935108153079,4
9,100,5,0.00041597337770382697,1
9,275,2,0.00041597337770382697,1
9,69,7,0.00041597337770382697,1
9,133,10,0.0008319467554076539,2
9,167,9,0.00041597337770382697,1
9,43,2,0.0008319467554076539,2
9,43,10,0.00041597337770382697,1
9,101,5,0.0012479201331114808,3
9,143,2,0.00041597337770382697,1
9,324,2,0.00041597337770382697,1
9,177,8,0.00041597337770382697,1
9,53,6,0.00041597337770382697,1
10,10,6,0.21132075471698114,56
10,10,4,0.23773584905660378,63
10,10,5,0.17735849056603772,47
10,4,4,0.011320754716981131,3
10,4,5,0.0037735849056603774,1
10,4,6,0.011320754716981131,3
10,20,4,0.045283018867924525,12
10,20,6,0.045283018867924525,12
10,20,5,0.022641509433962263,6
10,65,8,0.0037735849056603774,1
10,133,2,0.007547169811320755,2
10,133,10,0.007547169811320755,2
10,2,6,0.0037735849056603774,1
10,152,6,0.0037735849056603774,1
10,9,6,0.04150943396226415,11
10,9,4,0.05660377358490566,15
10,9,5,0.011320754716981131,3
10,5,7,0.011320754716981131,3
10,5,3,0.0037735849056603774,1
10,98,5,0.0037735849056603774,1
10,98,6,0.0037735849056603774,1
10,98,4,0.0037735849056603774,1
10,251,6,0.011320754716981131,3
10,115,5,0.007547169811320755,2
10,115,4,0.0037735849056603774,1
10,161,4,0.0037735849056603774,1
10,309,3,0.0037735849056603774,1
10,12,4,0.0037735849056603774,1
10,12,6,0.0037735849056603774,1
10,14,4,0.0037735849056603774,1
10,315,2,0.0037735849056603774,1
10,202,7,0.0037735849056603774,1
10,151,6,0.0037735849056603774,1
10,8,3,0.0037735849056603774,1
10,8,7,0.0037735849056603774,1
10,6,9,0.0037735849056603774,1
10,407,5,0.0037735849056603774,1
10,407,4,0.0037735849056603774,1
11,11,1,0.9259259259259259,25
11,13,1,0.037037037037037035,1
11,16,7,0.037037037037037035,1
12,12,6,0.27439024390243905,45
12,12,4,0.12195121951219512,20
12,12,5,0.24390243902439024,40
12,14,4,0.018292682926829267,3
12,14,6,0.036585365853658534,6
12,14,5,0.024390243902439025,4
12,69,3,0.012195121951219513,2
12,69,7,0.018292682926829267,3
12,69,9,0.012195121951219513,2
12,143,10,0.024390243902439025,4
12,143,2,0.042682926829268296,7
12,143,8,0.018292682926829267,3
12,156,6,0.006097560975609756,1
12,9,6,0.042682926829268296,7
12,9,5,0.036585365853658534,6
12,9,4,0.006097560975609756,1
12,71,2,0.006097560975609756,1
12,71,10,0.012195121951219513,2
12,4,6,0.018292682926829267,3
12,4,5,0.006097560975609756,1
12,138,8,0.006097560975609756,1
12,138,2,0.006097560975609756,1
12,34,7,0.006097560975609756,1
13,15,4,0.3333333333333333,3
13,13,1,0.6666666666666666,6
14,14,6,0.2347417840375587,50
14,14,4,0.19718309859154928,42
14,14,5,0.26291079812206575,56
14,4,6,0.046948356807511735,10
14,4,4,0.028169014084507043,6
14,4,5,0.03286384976525822,7
14,135,7,0.009389671361502348,2
14,135,9,0.014084507042253521,3
14,135,3,0.018779342723004695,4
14,152,5,0.004694835680751174,1
14,138,10,0.014084507042253521,3
14,138,8,0.004694835680751174,1
14,138,2,0.014084507042253521,3
14,217,6,0.004694835680751174,1
14,217,1,0.004694835680751174,1
14,143,10,0.004694835680751174,1
14,43,2,0.009389671361502348,2
14,71,8,0.004694835680751174,1
14,12,5,0.014084507042253521,3
14,12,6,0.028169014084507043,6
14,12,4,0.004694835680751174,1
14,69,9,0.004694835680751174,1
14,69,3,0.009389671361502348,2
14,356,5,0.004694835680751174,1
14,226,4,0.004694835680751174,1
14,53,5,0.004694835680751174,1
14,6,7,0.004694835680751174,1
14,9,5,0.009389671361502348,2
15,15,4,0.40875912408759124,56
15,15,6,0.1897810218978102,26
15,15,5,0.058394160583941604,8
15,16,7,0.014598540145985401,2
15,88,4,0.021897810218978103,3
15,88,6,0.014598540145985401,2
15,9,4,0.014598540145985401,2
15,9,6,0.0072992700729927005,1
15,87,6,0.0072992700729927005,1
15,87,4,0.051094890510948905,7
15,127,4,0.029197080291970802,4
15,127,5,0.014598540145985401,2
15,127,6,0.0364963503649635,5
15,52,3,0.0072992700729927005,1
15,52,9,0.0072992700729927005,1
15,22,6,0.0072992700729927005,1
15,22,5,0.0072992700729927005,1
15,231,4,0.0072992700729927005,1
15,281,6,0.0072992700729927005,1
15,124,4,0.014598540145985401,2
15,19,6,0.029197080291970802,4
15,19,5,0.0072992700729927005,1
15,19,4,0.029197080291970802,4
15,449,2,0.0072992700729927005,1
16,16,7,0.3333333333333333,3
16,16,9,0.1111111111111111,1
16,9,4,0.1111111111111111,1
16,63,7,0.1111111111111111,1
16,15,4,0.1111111111111111,1
16,15,6,0.1111111111111111,1
16,52,7,0.1111111111111111,1
17,23,6,0.056338028169014086,4
17,23,4,0.07042253521126761,5
17,23,5,0.014084507042253521,1
17,17,6,0.19718309859154928,14
17,17,5,0.08450704225352113,6
17,17,4,0.11267605633802817,8
17,21,6,0.014084507042253521,1
17,104,6,0.028169014084507043,2
17,104,5,0.014084507042253521,1
17,38,4,0.014084507042253521,1
17,24,5,0.028169014084507043,2
17,24,6,0.014084507042253521,1
17,24,4,0.014084507042253521,1
17,166,4,0.028169014084507043,2
17,166,6,0.014084507042253521,1
17,166,5,0.014084507042253521,1
17,282,8,0.014084507042253521,1
17,92,5,0.014084507042253521,1
17,92,4,0.04225352112676056,3
17,92,6,0.014084507042253521,1
17,77,3,0.014084507042253521,1
17,29,9,0.014084507042253521,1
17,169,6,0.028169014084507043,2
17,22,4,0.014084507042253521,1
17,22,5,0.014084507042253521,1
17,194,5,0.04225352112676056,3
17,49,6,0.028169014084507043,2
17,377,5,0.014084507042253521,1
17,85,6,0.014084507042253521,1
17,411,5,0.014084507042253521,1
18,22,4,0.2,1
18,23,4,0.4,2
18,24,5,0.2,1
18,24,4,0.2,1
19,19,6,0.32559366754617414,617
19,19,5,0.18786279683377308,356
19,19,4,0.17361477572559367,329
19,22,6,0.09551451187335093,181
19,22,5,0.03535620052770449,67
19,22,4,0.05804749340369393,110
19,21,5,0.0021108179419525065,4
19,21,4,0.002638522427440633,5
19,21,6,0.0036939313984168864,7
19,9,5,0.01424802110817942,27
19,9,6,0.013192612137203167,25
19,9,4,0.008443271767810026,16
19,4,6,0.004221635883905013,8
19,4,4,0.0021108179419525065,4
19,4,5,0.0005277044854881266,1
19,85,6,0.008443271767810026,16
19,85,5,0.0031662269129287598,6
19,85,4,0.002638522427440633,5
19,24,6,0.002638522427440633,5
19,24,4,0.0005277044854881266,1
19,88,5,0.0005277044854881266,1
19,15,5,0.002638522427440633,5
19,15,4,0.0063324538258575196,12
19,15,6,0.00474934036939314,9
19,136,6,0.0005277044854881266,1
19,136,4,0.0005277044854881266,1
19,136,5,0.0005277044854881266,1
19,125,6,0.0005277044854881266,1
19,125,5,0.0005277044854881266,1
19,125,4,0.0005277044854881266,1
19,63,3,0.0021108179419525065,4
19,63,7,0.002638522427440633,5
19,63,9,0.002638522427440633,5
19,36,8,0.0036939313984168864,7
19,36,10,0.002638522427440633,5
19,36,2,0.0031662269129287598,6
19,186,5,0.0005277044854881266,1
19,40,6,0.0021108179419525065,4
19,40,5,0.0031662269129287598,6
19,40,4,0.002638522427440633,5
19,127,4,0.0010554089709762533,2
19,127,6,0.0010554089709762533,2
19,25,7,0.0010554089709762533,2
19,25,9,0.0005277044854881266,1
19,284,4,0.0005277044854881266,1
19,39,6,0.0010554089709762533,2
19,39,5,0.0005277044854881266,1
19,87,6,0.0005277044854881266,1
19,10,6,0.0005277044854881266,1
19,16,3,0.0005277044854881266,1
19,92,6,0.0010554089709762533,2
19,100,4,0.0005277044854881266,1
19,67,10,0.0005277044854881266,1
19,242,8,0.0005277044854881266,1
19,34,3,0.0005277044854881266,1
19,84,5,0.0005277044854881266,1
19,396,6,0.0005277044854881266,1
19,301,4,0.0005277044854881266,1
19,74,5,0.0005277044854881266,1
20,20,6,0.2531017369727047,102
20,20,4,0.1935483870967742,78
20,20,5,0.17866004962779156,72
20,8,7,0.007444168734491315,3
20,8,9,0.009925558312655087,4
20,8,3,0.009925558312655087,4
20,10,5,0.01488833746898263,6
20,10,4,0.01488833746898263,6
20,10,6,0.01488833746898263,6
20,4,6,0.04962779156327544,20
20,4,5,0.01240694789081886,5
20,4,4,0.0967741935483871,39
20,38,4,0.01240694789081886,5
20,38,6,0.009925558312655087,4
20,65,8,0.009925558312655087,4
20,65,2,0.004962779156327543,2
20,65,10,0.0024813895781637717,1
20,9,6,0.004962779156327543,2
20,9,5,0.0024813895781637717,1
20,9,4,0.01240694789081886,5
20,98,4,0.022332506203473945,9
20,98,6,0.009925558312655087,4
20,152,5,0.004962779156327543,2
20,95,9,0.0024813895781637717,1
20,95,7,0.0024813895781637717,1
20,249,4,0.004962779156327543,2
20,249,6,0.0024813895781637717,1
20,289,6,0.004962779156327543,2
20,289,4,0.0024813895781637717,1
20,84,4,0.0024813895781637717,1
20,115,4,0.0024813895781637717,1
20,310,6,0.0024813895781637717,1
20,34,3,0.0024813895781637717,1
20,326,6,0.01240694789081886,5
20,104,5,0.0024813895781637717,1
20,5,7,0.0024813895781637717,1
21,17,5,0.008438818565400843,2
21,17,4,0.004219409282700422,1
21,17,6,0.004219409282700422,1
21,20,6,0.016877637130801686,4
21,24,6,0.05485232067510549,13
21,24,4,0.046413502109704644,11
21,24,5,0.02109704641350211,5
21,21,6,0.2320675105485232,55
21,21,5,0.11392405063291139,27
21,21,4,0.16877637130801687,40
21,19,4,0.06751054852320675,16
21,19,5,0.016877637130801686,4
21,19,6,0.08438818565400844,20
21,22,5,0.008438818565400843,2
21,22,4,0.02531645569620253,6
21,22,6,0.004219409282700422,1
21,10,5,0.008438818565400843,2
21,10,6,0.008438818565400843,2
21,10,4,0.008438818565400843,2
21,87,4,0.008438818565400843,2
21,87,6,0.004219409282700422,1
21,4,4,0.004219409282700422,1
21,166,4,0.008438818565400843,2
21,166,5,0.008438818565400843,2
21,166,6,0.004219409282700422,1
21,136,4,0.008438818565400843,2
21,288,8,0.004219409282700422,1
21,169,4,0.004219409282700422,1
21,294,6,0.004219409282700422,1
21,124,4,0.008438818565400843,2
21,15,4,0.004219409282700422,1
21,15,6,0.004219409282700422,1
21,383,4,0.004219409282700422,1
21,23,6,0.004219409282700422,1
21,276,6,0.004219409282700422,1
21,537,6,0.004219409282700422,1
21,196,8,0.004219409282700422,1
22,19,6,0.04564943253467844,181
22,19,5,0.019672131147540985,78
22,19,4,0.021437578814627996,85
22,22,4,0.21311475409836064,845
22,22,6,0.3931904161412358,1559
22,22,5,0.17301387137452712,686
22,24,6,0.007566204287515763,30
22,24,4,0.0025220680958385876,10
22,24,5,0.005044136191677175,20
22,25,3,0.005044136191677175,20
22,25,9,0.0025220680958385876,10
22,25,7,0.0037831021437578815,15
22,36,10,0.0005044136191677175,2
22,36,2,0.0005044136191677175,2
22,39,4,0.0017654476670870113,7
22,39,5,0.0015132408575031526,6
22,39,6,0.0027742749054224464,11
22,4,4,0.008575031525851198,34
22,4,5,0.011853720050441363,47
22,4,6,0.017402269861286256,69
22,21,4,0.001008827238335435,4
22,21,5,0.00025220680958385876,1
22,21,6,0.00201765447667087,8
22,67,10,0.005044136191677175,20
22,67,2,0.005044136191677175,20
22,67,8,0.004287515762925599,17
22,66,10,0.00025220680958385876,1
22,15,6,0.0005044136191677175,2
22,92,6,0.00832282471626734,33
22,92,4,0.007313997477931904,29
22,92,5,0.0027742749054224464,11
22,100,6,0.00025220680958385876,1
22,123,5,0.00025220680958385876,1
22,125,4,0.00025220680958385876,1
22,125,6,0.00025220680958385876,1
22,127,4,0.00201765447667087,8
22,127,6,0.003026481715006305,12
22,127,5,0.0007566204287515763,3
22,9,6,0.003026481715006305,12
22,9,5,0.0012610340479192938,5
22,9,4,0.00025220680958385876,1
22,165,4,0.0005044136191677175,2
22,165,5,0.0007566204287515763,3
22,165,6,0.0007566204287515763,3
22,58,6,0.0005044136191677175,2
22,82,2,0.0007566204287515763,3
22,85,4,0.00025220680958385876,1
22,85,6,0.001008827238335435,4
22,53,4,0.00025220680958385876,1
22,53,6,0.0005044136191677175,2
22,305,1,0.00025220680958385876,1
22,17,6,0.0005044136191677175,2
22,17,5,0.00025220680958385876,1
22,43,2,0.001008827238335435,4
22,43,8,0.00025220680958385876,1
22,63,9,0.0007566204287515763,3
22,63,3,0.00025220680958385876,1
22,335,5,0.0005044136191677175,2
22,335,6,0.0005044136191677175,2
22,23,5,0.00025220680958385876,1
22,29,9,0.00025220680958385876,1
22,384,4,0.00025220680958385876,1
22,330,4,0.00025220680958385876,1
22,354,6,0.00025220680958385876,1
22,70,7,0.00025220680958385876,1
22,51,3,0.00025220680958385876,1
22,78,4,0.0005044136191677175,2
22,78,5,0.0007566204287515763,3
22,40,6,0.0005044136191677175,2
22,462,5,0.00025220680958385876,1
22,86,5,0.00025220680958385876,1
22,89,6,0.00025220680958385876,1
22,510,9,0.00025220680958385876,1
22,149,3,0.00025220680958385876,1
23,23,5,0.2631578947368421,10
23,23,4,0.07894736842105263,3
23,23,6,0.13157894736842105,5
23,24,6,0.02631578947368421,1
23,24,4,0.13157894736842105,5
23,18,4,0.07894736842105263,3
23,18,6,0.05263157894736842,2
23,22,4,0.05263157894736842,2
23,22,6,0.02631578947368421,1
23,22,5,0.02631578947368421,1
23,169,4,0.02631578947368421,1
23,337,1,0.02631578947368421,1
23,337,6,0.02631578947368421,1
23,174,7,0.02631578947368421,1
23,21,6,0.02631578947368421,1
24,24,4,0.2360097323600973,97
24,24,6,0.24087591240875914,99
24,24,5,0.0948905109489051,39
24,17,4,0.014598540145985401,6
24,17,6,0.021897810218978103,9
24,17,5,0.009732360097323601,4
24,23,5,0.0024330900243309003,1
24,23,4,0.004866180048661801,2
24,21,4,0.031630170316301706,13
24,21,5,0.029197080291970802,12
24,21,6,0.0267639902676399,11
24,29,3,0.012165450121654502,5
24,29,9,0.004866180048661801,2
24,29,7,0.0024330900243309003,1
24,20,4,0.014598540145985401,6
24,20,6,0.024330900243309004,10
24,20,5,0.0024330900243309003,1
24,22,4,0.058394160583941604,24
24,22,6,0.05596107055961071,23
24,22,5,0.004866180048661801,2
24,38,6,0.004866180048661801,2
24,38,4,0.0024330900243309003,1
24,19,6,0.009732360097323601,4
24,19,5,0.0024330900243309003,1
24,19,4,0.0024330900243309003,1
24,196,2,0.0024330900243309003,1
24,273,6,0.0024330900243309003,1
24,4,5,0.0024330900243309003,1
24,4,6,0.004866180048661801,2
24,4,4,0.0024330900243309003,1
24,124,6,0.009732360097323601,4
24,124,4,0.009732360097323601,4
24,276,5,0.0024330900243309003,1
24,65,10,0.0024330900243309003,1
24,165,4,0.0024330900243309003,1
24,104,4,0.0024330900243309003,1
24,85,6,0.0024330900243309003,1
24,166,6,0.0024330900243309003,1
24,294,6,0.0024330900243309003,1
24,176,7,0.0024330900243309003,1
24,66,8,0.004866180048661801,2
24,66,2,0.0024330900243309003,1
24,66,10,0.0024330900243309003,1
24,293,5,0.0024330900243309003,1
24,25,7,0.0024330900243309003,1
24,183,4,0.0024330900243309003,1
24,77,9,0.0024330900243309003,1
24,522,4,0.0024330900243309003,1
24,127,6,0.0024330900243309003,1
24,87,4,0.0024330900243309003,1
24,421,6,0.0024330900243309003,1
24,67,8,0.0024330900243309003,1
25,22,4,0.10071942446043165,42
25,22,5,0.02158273381294964,9
25,22,6,0.03357314148681055,14
25,4,4,0.007194244604316547,3
25,4,6,0.002398081534772182,1
25,4,5,0.002398081534772182,1
25,25,7,0.2733812949640288,114
25,25,3,0.2541966426858513,106
25,25,9,0.11031175059952038,46
25,70,9,0.004796163069544364,2
25,70,7,0.007194244604316547,3
25,70,3,0.009592326139088728,4
25,6,3,0.009592326139088728,4
25,6,7,0.016786570743405275,7
25,6,9,0.004796163069544364,2
25,63,7,0.019184652278177457,8
25,63,9,0.011990407673860911,5
25,63,3,0.014388489208633094,6
25,19,6,0.004796163069544364,2
25,19,4,0.004796163069544364,2
25,51,7,0.002398081534772182,1
25,51,3,0.002398081534772182,1
25,219,7,0.002398081534772182,1
25,255,3,0.002398081534772182,1
25,149,3,0.007194244604316547,3
25,149,7,0.007194244604316547,3
25,149,9,0.002398081534772182,1
25,39,4,0.004796163069544364,2
25,34,3,0.002398081534772182,1
25,176,9,0.007194244604316547,3
25,77,7,0.002398081534772182,1
25,58,5,0.002398081534772182,1
25,29,3,0.007194244604316547,3
25,29,9,0.004796163069544364,2
25,29,7,0.004796163069544364,2
25,75,3,0.002398081534772182,1
25,448,7,0.002398081534772182,1
25,408,7,0.007194244604316547,3
25,495,1,0.002398081534772182,1
25,312,3,0.002398081534772182,1
25,8,7,0.002398081534772182,1
25,26,7,0.002398081534772182,1
25,24,6,0.002398081534772182,1
26,26,7,0.4,6
26,26,3,0.13333333333333333,2
26,26,9,0.06666666666666667,1
26,25,7,0.06666666666666667,1
26,208,3,0.06666666666666667,1
26,208,9,0.06666666666666667,1
26,29,3,0.06666666666666667,1
26,149,3,0.06666666666666667,1
26,202,7,0.06666666666666667,1
27,27,1,0.9560906515580736,675
27,27,6,0.00424929178470255,3
27,9,4,0.0226628895184136,16
27,9,6,0.00141643059490085,1
27,155,1,0.009915014164305949,7
27,203,1,0.0028328611898017,2
27,373,1,0.0028328611898017,2
28,29,3,0.05,2
28,29,7,0.05,2
28,95,9,0.025,1
28,95,3,0.05,2
28,28,3,0.2,8
28,28,7,0.1,4
28,28,9,0.175,7
28,180,7,0.05,2
28,180,3,0.05,2
28,295,9,0.025,1
28,295,3,0.05,2
28,295,7,0.025,1
28,298,4,0.05,2
28,264,7,0.025,1
28,325,9,0.025,1
28,199,3,0.025,1
28,266,6,0.025,1
29,29,7,0.2714285714285714,38
29,29,3,0.2785714285714286,39
29,29,9,0.05714285714285714,8
29,26,3,0.014285714285714285,2
29,26,7,0.007142857142857143,1
29,24,4,0.05,7
29,24,6,0.02142857142857143,3
29,24,5,0.02142857142857143,3
29,174,3,0.007142857142857143,1
29,174,7,0.007142857142857143,1
29,8,9,0.007142857142857143,1
29,8,7,0.007142857142857143,1
29,52,7,0.014285714285714285,2
29,176,7,0.02142857142857143,3
29,176,3,0.02142857142857143,3
29,25,7,0.05714285714285714,8
29,25,3,0.014285714285714285,2
29,25,9,0.014285714285714285,2
29,50,7,0.02142857142857143,3
29,63,3,0.014285714285714285,2
29,77,3,0.007142857142857143,1
29,77,7,0.007142857142857143,1
29,22,6,0.007142857142857143,1
29,22,4,0.02857142857142857,4
29,446,7,0.014285714285714285,2
29,408,7,0.007142857142857143,1
30,31,6,0.028985507246376812,2
30,31,4,0.043478260869565216,3
30,31,5,0.043478260869565216,3
30,32,6,0.057971014492753624,4
30,30,5,0.5507246376811594,38
30,30,6,0.07246376811594203,5
30,30,4,0.10144927536231885,7
30,115,4,0.014492753623188406,1
30,2,6,0.014492753623188406,1
30,302,9,0.028985507246376812,2
30,10,6,0.028985507246376812,2
30,33,6,0.014492753623188406,1
31,31,5,0.25,8
31,31,4,0.1875,6
31,31,6,0.09375,3
31,30,5,0.03125,1
31,30,6,0.03125,1
31,38,4,0.09375,3
31,153,10,0.03125,1
31,162,4,0.0625,2
31,33,6,0.125,4
31,20,6,0.03125,1
31,303,7,0.03125,1
31,98,4,0.03125,1
32,32,1,0.8633093525179856,120
32,33,1,0.1223021582733813,17
32,30,4,0.007194244604316547,1
32,303,7,0.007194244604316547,1
33,33,1,0.9283276450511946,272
33,32,1,0.06143344709897611,18
33,30,4,0.0034129692832764505,1
33,31,4,0.006825938566552901,2
34,7,9,0.0071174377224199285,2
