sample_token,scene_token,cam_type,category,attribute,visibility,bbox_bottom_corners,bbox_center
356d81f38dd9473ba590f39e266f54e5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.pushable_pullable,,4,"[(np.float64(407.5189196267071), np.float64(1163.1061555123385)), (np.float64(408.0878515776044), np.float64(1162.9187590469285)), (np.float64(408.34908037329296), np.float64(1163.7118444876617)), (np.float64(407.78014842239565), np.float64(1163.8992409530717))]","[np.float64(407.934), np.float64(1163.409)]"
e0845f5322254dafadbbed75aaa07969,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.standing,4,"[(np.float64(407.82664574346137), np.float64(1162.997015735238)), (np.float64(407.9222825814625), np.float64(1163.623760974723)), (np.float64(407.31135425653866), np.float64(1163.716984264762)), (np.float64(407.2157174185375), np.float64(1163.090239025277))]","[np.float64(407.569), np.float64(1163.357)]"
4f545737bf3347fbbc9af60b0be9a963,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(388.91536701988696), np.float64(1140.717725201854)), (np.float64(390.47525371454446), np.float64(1140.0220115396119)), (np.float64(392.10863298011304), np.float64(1143.6842747981461)), (np.float64(390.54874628545554), np.float64(1144.3799884603882))]","[np.float64(390.512), np.float64(1142.201)]"
7626dde27d604ac28a0240bdd54eba7a,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(387.693367019887), np.float64(1137.976725201854)), (np.float64(389.2532537145445), np.float64(1137.2810115396119)), (np.float64(390.88663298011306), np.float64(1140.9432747981461)), (np.float64(389.32674628545556), np.float64(1141.6389884603882))]","[np.float64(389.29), np.float64(1139.46)]"
be99ffc878b24aca8956bbb4e0f97d0c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(386.57136701988696), np.float64(1135.1917252018538)), (np.float64(388.13125371454447), np.float64(1134.4960115396118)), (np.float64(389.76463298011305), np.float64(1138.158274798146)), (np.float64(388.20474628545554), np.float64(1138.853988460388))]","[np.float64(388.168), np.float64(1136.675)]"
9813c23a5f1448b09bb7910fea9baf20,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(385.28136701988694), np.float64(1132.2997252018538)), (np.float64(386.84125371454445), np.float64(1131.6040115396117)), (np.float64(388.47463298011303), np.float64(1135.266274798146)), (np.float64(386.9147462854555), np.float64(1135.961988460388))]","[np.float64(386.878), np.float64(1133.783)]"
023c4df2d451409881d8e6ea82f14704,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(384.04136701988693), np.float64(1129.656725201854)), (np.float64(385.60125371454444), np.float64(1128.961011539612)), (np.float64(387.234632980113), np.float64(1132.6232747981462)), (np.float64(385.6747462854555), np.float64(1133.3189884603883))]","[np.float64(385.638), np.float64(1131.14)]"
c235638ed66145988d17f9d0601923f2,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(382.2620691071566), np.float64(1127.0087443282093)), (np.float64(383.7406886992987), np.float64(1126.1537892991385)), (np.float64(385.7479308928434), np.float64(1129.6252556717907)), (np.float64(384.2693113007013), np.float64(1130.4802107008616))]","[np.float64(384.005), np.float64(1128.317)]"
c235638ed66145988d17f9d0601923f2,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(397.58664298379523), np.float64(1118.5766443172317)), (np.float64(399.41857476236646), np.float64(1119.1064319715433)), (np.float64(398.1053570162048), np.float64(1123.6473556827684)), (np.float64(396.27342523763355), np.float64(1123.1175680284568))]","[np.float64(397.846), np.float64(1121.112)]"
bc3c8a953f6b4dcdb77b521d89f3d9d5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.moving,4,"[(np.float64(390.35507081204986), np.float64(1123.19947734872)), (np.float64(390.1879221253921), np.float64(1122.573406013688)), (np.float64(390.8729291879501), np.float64(1122.3905226512802)), (np.float64(391.04007787460785), np.float64(1123.016593986312))]","[np.float64(390.614), np.float64(1122.795)]"
bc3c8a953f6b4dcdb77b521d89f3d9d5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.standing,4,"[(np.float64(402.7019218243617), np.float64(1121.2593835422444)), (np.float64(402.03965279299143), np.float64(1121.4530320126435)), (np.float64(401.8260781756383), np.float64(1120.7226164577555)), (np.float64(402.4883472070086), np.float64(1120.5289679873565))]","[np.float64(402.264), np.float64(1120.991)]"
bc3c8a953f6b4dcdb77b521d89f3d9d5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.standing,4,"[(np.float64(388.7639208620001), np.float64(1124.3182607199687)), (np.float64(388.4761866796218), np.float64(1123.596500344019)), (np.float64(389.3660791379999), np.float64(1123.2417392800312)), (np.float64(389.6538133203782), np.float64(1123.963499655981))]","[np.float64(389.065), np.float64(1123.78)]"
bc3c8a953f6b4dcdb77b521d89f3d9d5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(398.400775959502), np.float64(1117.0309483620629)), (np.float64(400.1835318577223), np.float64(1117.708023252574)), (np.float64(398.5052240404979), np.float64(1122.127051637937)), (np.float64(396.72246814227765), np.float64(1121.4499767474258))]","[np.float64(398.453), np.float64(1119.579)]"
1e3d79dae62742a0ad64c91679863358,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.moving,4,"[(np.float64(390.1067181450418), np.float64(1123.2203114198724)), (np.float64(389.94477850754413), np.float64(1122.5928725353526)), (np.float64(390.6312818549583), np.float64(1122.4156885801276)), (np.float64(390.7932214924559), np.float64(1123.0431274646473))]","[np.float64(390.369), np.float64(1122.818)]"
1e3d79dae62742a0ad64c91679863358,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.standing,4,"[(np.float64(402.7089218243617), np.float64(1121.2653835422445)), (np.float64(402.04665279299144), np.float64(1121.4590320126435)), (np.float64(401.8330781756383), np.float64(1120.7286164577556)), (np.float64(402.4953472070086), np.float64(1120.5349679873566))]","[np.float64(402.271), np.float64(1120.997)]"
1e3d79dae62742a0ad64c91679863358,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,4,"[(np.float64(393.27950788390444), np.float64(1117.9419426799677)), (np.float64(394.02473870160236), np.float64(1117.7292080369186)), (np.float64(394.25449211609555), np.float64(1118.5340573200324)), (np.float64(393.50926129839763), np.float64(1118.7467919630815))]","[np.float64(393.767), np.float64(1118.238)]"
1e3d79dae62742a0ad64c91679863358,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.standing,4,"[(np.float64(388.76692086200006), np.float64(1124.3472607199687)), (np.float64(388.47918667962176), np.float64(1123.625500344019)), (np.float64(389.3690791379999), np.float64(1123.2707392800312)), (np.float64(389.6568133203782), np.float64(1123.992499655981))]","[np.float64(389.068), np.float64(1123.809)]"
1e3d79dae62742a0ad64c91679863358,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(399.3112551922909), np.float64(1115.6161465597904)), (np.float64(401.03301513937635), np.float64(1116.436019528373)), (np.float64(399.0007448077091), np.float64(1120.7038534402097)), (np.float64(397.27898486062367), np.float64(1119.8839804716272))]","[np.float64(399.156), np.float64(1118.16)]"
2afb9d32310e4546a71cbe432911eca2,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.adult,pedestrian.moving,4,"[(np.float64(389.8662932244609), np.float64(1123.2350355521446)), (np.float64(389.7485159878552), np.float64(1122.5978287391417)), (np.float64(390.4457067755391), np.float64(1122.4689644478556)), (np.float64(390.5634840121448), np.float64(1123.1061712608584))]","[np.float64(390.156), np.float64(1122.852)]"
2afb9d32310e4546a71cbe432911eca2,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,4,"[(np.float64(393.28150788390445), np.float64(1117.9469426799676)), (np.float64(394.02673870160237), np.float64(1117.7342080369185)), (np.float64(394.25649211609556), np.float64(1118.5390573200323)), (np.float64(393.51126129839764), np.float64(1118.7517919630814))]","[np.float64(393.769), np.float64(1118.243)]"
2afb9d32310e4546a71cbe432911eca2,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(400.65352877120336), np.float64(1114.003371214416)), (np.float64(402.2684653513371), np.float64(1115.0175846249692)), (np.float64(399.75447122879666), np.float64(1119.020628785584)), (np.float64(398.1395346486629), np.float64(1118.0064153750307))]","[np.float64(400.204), np.float64(1116.512)]"
cd21dbfc3bd749c7b10a5c42562e0c42,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,1,"[(np.float64(392.7111841517926), np.float64(1112.8923801292112)), (np.float64(393.32630990283195), np.float64(1113.008553751038)), (np.float64(393.19881584820735), np.float64(1113.6836198707888)), (np.float64(392.583690097168), np.float64(1113.567446248962))]","[np.float64(392.955), np.float64(1113.288)]"
cd21dbfc3bd749c7b10a5c42562e0c42,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(391.62536566849633), np.float64(1114.3157703900172)), (np.float64(391.42304776291144), np.float64(1113.9988422197962)), (np.float64(391.7686343315037), np.float64(1113.7782296099829)), (np.float64(391.97095223708857), np.float64(1114.0951577802039))]","[np.float64(391.697), np.float64(1114.047)]"
cd21dbfc3bd749c7b10a5c42562e0c42,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,4,"[(np.float64(393.28250788390443), np.float64(1117.9519426799677)), (np.float64(394.02773870160235), np.float64(1117.7392080369186)), (np.float64(394.25749211609553), np.float64(1118.5440573200324)), (np.float64(393.5122612983976), np.float64(1118.7567919630815))]","[np.float64(393.77), np.float64(1118.248)]"
cd21dbfc3bd749c7b10a5c42562e0c42,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(390.57590041829974), np.float64(1113.2343259845106)), (np.float64(390.3429119791554), np.float64(1112.8693528523145)), (np.float64(390.7120995817003), np.float64(1112.6336740154893)), (np.float64(390.9450880208446), np.float64(1112.9986471476855))]","[np.float64(390.644), np.float64(1112.934)]"
cd21dbfc3bd749c7b10a5c42562e0c42,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(402.09772324464467), np.float64(1112.6625207698546)), (np.float64(403.5839972109781), np.float64(1113.8573591258676)), (np.float64(400.62227675535536), np.float64(1117.5414792301456)), (np.float64(399.1360027890219), np.float64(1116.3466408741326))]","[np.float64(401.36), np.float64(1115.102)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,2,"[(np.float64(392.73118415179266), np.float64(1112.8953801292112)), (np.float64(393.346309902832), np.float64(1113.011553751038)), (np.float64(393.2188158482074), np.float64(1113.6866198707887)), (np.float64(392.60369009716806), np.float64(1113.5704462489618))]","[np.float64(392.975), np.float64(1113.291)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,3,"[(np.float64(391.6333656684963), np.float64(1114.309770390017)), (np.float64(391.4310477629114), np.float64(1113.992842219796)), (np.float64(391.77663433150366), np.float64(1113.7722296099828)), (np.float64(391.97895223708855), np.float64(1114.0891577802038))]","[np.float64(391.705), np.float64(1114.041)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,4,"[(np.float64(393.28450788390444), np.float64(1117.9569426799676)), (np.float64(394.02973870160235), np.float64(1117.7442080369185)), (np.float64(394.25949211609554), np.float64(1118.5490573200323)), (np.float64(393.5142612983976), np.float64(1118.7617919630814))]","[np.float64(393.772), np.float64(1118.253)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.construction,vehicle.stopped,3,"[(np.float64(397.3289088900101), np.float64(1112.2178928175438)), (np.float64(396.13512182104046), np.float64(1109.4482126132673)), (np.float64(399.8010911099899), np.float64(1107.868107182456)), (np.float64(400.99487817895954), np.float64(1110.6377873867325))]","[np.float64(398.565), np.float64(1110.043)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(390.57590041829974), np.float64(1113.2343259845106)), (np.float64(390.3429119791554), np.float64(1112.8693528523145)), (np.float64(390.7120995817003), np.float64(1112.6336740154893)), (np.float64(390.9450880208446), np.float64(1112.9986471476855))]","[np.float64(390.644), np.float64(1112.934)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(403.7289412767545), np.float64(1111.4556600969934)), (np.float64(405.066453323572), np.float64(1112.8149652594268)), (np.float64(401.69705872324556), np.float64(1116.1303399030064)), (np.float64(400.35954667642807), np.float64(1114.771034740573))]","[np.float64(402.713), np.float64(1113.793)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(389.30043566657145), np.float64(1112.5787802097677)), (np.float64(389.12136837789274), np.float64(1112.241350356131)), (np.float64(389.5135643334285), np.float64(1112.0332197902324)), (np.float64(389.6926316221072), np.float64(1112.370649643869))]","[np.float64(389.407), np.float64(1112.306)]"
88449a5cb1644a199c1c11f6ac034867,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,1,"[(np.float64(392.142307145065), np.float64(1111.691059180071)), (np.float64(391.55018140091533), np.float64(1111.7494723901802)), (np.float64(391.47969285493497), np.float64(1111.034940819929)), (np.float64(392.0718185990846), np.float64(1110.9765276098199))]","[np.float64(391.811), np.float64(1111.363)]"
2ff86dc19c4644a1a88ce5ba848f56e5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,2,"[(np.float64(392.75118415179264), np.float64(1112.8993801292113)), (np.float64(393.366309902832), np.float64(1113.0155537510382)), (np.float64(393.23881584820737), np.float64(1113.6906198707889)), (np.float64(392.62369009716804), np.float64(1113.574446248962))]","[np.float64(392.995), np.float64(1113.295)]"
2ff86dc19c4644a1a88ce5ba848f56e5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.construction,vehicle.stopped,3,"[(np.float64(397.3289088900101), np.float64(1112.2178928175438)), (np.float64(396.13512182104046), np.float64(1109.4482126132673)), (np.float64(399.8010911099899), np.float64(1107.868107182456)), (np.float64(400.99487817895954), np.float64(1110.6377873867325))]","[np.float64(398.565), np.float64(1110.043)]"
2ff86dc19c4644a1a88ce5ba848f56e5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(405.45414196707515), np.float64(1110.471318208211)), (np.float64(406.6378967998222), np.float64(1111.9664347574965)), (np.float64(402.9318580329248), np.float64(1114.9006817917889)), (np.float64(401.74810320017775), np.float64(1113.4055652425034))]","[np.float64(404.193), np.float64(1112.686)]"
2ff86dc19c4644a1a88ce5ba848f56e5,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,1,"[(np.float64(396.5899237778313), np.float64(1107.444648582178)), (np.float64(396.5483224079547), np.float64(1106.6867895411785)), (np.float64(397.3760762221687), np.float64(1106.6413514178219)), (np.float64(397.4176775920453), np.float64(1107.3992104588212))]","[np.float64(396.983), np.float64(1107.043)]"
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.moving,3,"[(np.float64(396.78668237472283), np.float64(1106.3392383056753)), (np.float64(396.3760498424643), np.float64(1106.9098431807429)), (np.float64(395.68531762527715), np.float64(1106.4127616943247)), (np.float64(396.0959501575357), np.float64(1105.842156819257))]","[np.float64(396.236), np.float64(1106.376)]"
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,3,"[(np.float64(405.48531898570326), np.float64(1108.7540578385667)), (np.float64(405.2787596035194), np.float64(1108.2998175699513)), (np.float64(405.7666810142967), np.float64(1108.0779421614332)), (np.float64(405.97324039648055), np.float64(1108.5321824300486))]","[np.float64(405.626), np.float64(1108.416)]"
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.construction,vehicle.stopped,3,"[(np.float64(397.3289088900101), np.float64(1112.2178928175438)), (np.float64(396.13512182104046), np.float64(1109.4482126132673)), (np.float64(399.8010911099899), np.float64(1107.868107182456)), (np.float64(400.99487817895954), np.float64(1110.6377873867325))]","[np.float64(398.565), np.float64(1110.043)]"
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(407.05396961954966), np.float64(1109.4715808346355)), (np.float64(408.1803531062172), np.float64(1111.0103820696763)), (np.float64(404.3660303804503), np.float64(1113.8024191653644)), (np.float64(403.2396468937828), np.float64(1112.2636179303236))]","[np.float64(405.71), np.float64(1111.637)]"
bf2938e43c6f487497cda76b51bfc406,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,1,"[(np.float64(396.5959237778313), np.float64(1107.447648582178)), (np.float64(396.55432240795466), np.float64(1106.6897895411787)), (np.float64(397.3820762221687), np.float64(1106.644351417822)), (np.float64(397.4236775920453), np.float64(1107.4022104588214))]","[np.float64(396.989), np.float64(1107.046)]"
b26e791522294bec90f86fd72226e35c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.moving,3,"[(np.float64(396.7843625364354), np.float64(1106.2729450122079)), (np.float64(396.4864415342152), np.float64(1106.9096962010062)), (np.float64(395.7156374635646), np.float64(1106.5490549877923)), (np.float64(396.0135584657848), np.float64(1105.912303798994))]","[np.float64(396.25), np.float64(1106.411)]"
b26e791522294bec90f86fd72226e35c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(405.5153189857033), np.float64(1108.8200578385668)), (np.float64(405.30875960351943), np.float64(1108.3658175699513)), (np.float64(405.7966810142967), np.float64(1108.1439421614332)), (np.float64(406.0032403964806), np.float64(1108.5981824300486))]","[np.float64(405.656), np.float64(1108.482)]"
b26e791522294bec90f86fd72226e35c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.construction,vehicle.stopped,3,"[(np.float64(397.3289088900101), np.float64(1112.2178928175438)), (np.float64(396.13512182104046), np.float64(1109.4482126132673)), (np.float64(399.8010911099899), np.float64(1107.868107182456)), (np.float64(400.99487817895954), np.float64(1110.6377873867325))]","[np.float64(398.565), np.float64(1110.043)]"
b26e791522294bec90f86fd72226e35c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(408.69475235821255), np.float64(1108.746954323137)), (np.float64(409.7063525444142), np.float64(1110.363529116729)), (np.float64(405.69924764178745), np.float64(1112.8710456768629)), (np.float64(404.6876474555858), np.float64(1111.2544708832709))]","[np.float64(407.197), np.float64(1110.809)]"
b26e791522294bec90f86fd72226e35c,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,human.pedestrian.construction_worker,pedestrian.standing,1,"[(np.float64(396.6009237778313), np.float64(1107.450648582178)), (np.float64(396.5593224079547), np.float64(1106.6927895411786)), (np.float64(397.38707622216873), np.float64(1106.647351417822)), (np.float64(397.42867759204535), np.float64(1107.4052104588213))]","[np.float64(396.994), np.float64(1107.049)]"
c844bf5a9f2243ff8f4bf2c85fe218ff,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(405.5293189857033), np.float64(1108.8500578385667)), (np.float64(405.32275960351944), np.float64(1108.3958175699513)), (np.float64(405.81068101429673), np.float64(1108.1739421614332)), (np.float64(406.0172403964806), np.float64(1108.6281824300486))]","[np.float64(405.67), np.float64(1108.512)]"
c844bf5a9f2243ff8f4bf2c85fe218ff,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.construction,vehicle.stopped,3,"[(np.float64(397.3289088900101), np.float64(1112.2178928175438)), (np.float64(396.13512182104046), np.float64(1109.4482126132673)), (np.float64(399.8010911099899), np.float64(1107.868107182456)), (np.float64(400.99487817895954), np.float64(1110.6377873867325))]","[np.float64(398.565), np.float64(1110.043)]"
c844bf5a9f2243ff8f4bf2c85fe218ff,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(410.1132171789783), np.float64(1108.0818675207488)), (np.float64(411.08215372025376), np.float64(1109.7243689603163)), (np.float64(407.01078282102173), np.float64(1112.1261324792513)), (np.float64(406.04184627974627), np.float64(1110.4836310396838))]","[np.float64(408.562), np.float64(1110.104)]"
c844bf5a9f2243ff8f4bf2c85fe218ff,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,vehicle.car,vehicle.stopped,3,"[(np.float64(399.5032671821636), np.float64(1102.1720916875113)), (np.float64(398.8125647831742), np.float64(1100.5696076170661)), (np.float64(403.09473281783636), np.float64(1098.723908312489)), (np.float64(403.78543521682576), np.float64(1100.326392382934))]","[np.float64(401.299), np.float64(1100.448)]"
c844bf5a9f2243ff8f4bf2c85fe218ff,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,2,"[(np.float64(402.4074278293203), np.float64(1101.736252659312)), (np.float64(402.258288866423), np.float64(1101.3726504456968)), (np.float64(402.6505721706797), np.float64(1101.211747340688)), (np.float64(402.799711133577), np.float64(1101.575349554303))]","[np.float64(402.529), np.float64(1101.474)]"
fedfb3a6cb804635a0f47143f9ca8d6f,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(410.75090472650584), np.float64(1106.6566460951037)), (np.float64(410.5397919310875), np.float64(1106.1923925139536)), (np.float64(410.9730952734942), np.float64(1105.9953539048963)), (np.float64(411.18420806891254), np.float64(1106.4596074860465))]","[np.float64(410.862), np.float64(1106.326)]"
fedfb3a6cb804635a0f47143f9ca8d6f,cc8c0bf57f984915a77078b10eb33198,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(405.5433189857033), np.float64(1108.8800578385667)), (np.float64(405.33675960351945), np.float64(1108.4258175699513)), (np.float64(405.82468101429674), np.float64(1108.2039421614331)), (np.float64(406.0312403964806), np.float64(1108.6581824300486))]","[np.float64(405.684), np.float64(1108.542)]"
